"번호","사업장명","소재지전체주소","도로명전체주소","개업일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","사업개시예정일","사업구분명","인가상태명","전화번호","위치정보(X)","위치정보(Y)","상세영업상태명"
"350","대성석유(주) 마곡대성주유소","서울특별시 강서구 마곡동 784-1번지 ","서울특별시 강서구 강서로 457 (마곡동)","20170207","운영중","","","","","800","","20170823","주유소","","02  36647781","","","영업개시"
"351","대성석유(주)방화대성주유소","서울특별시 강서구 마곡동 752번지 ","서울특별시 강서구 양천로 176 (마곡동)","20170223","운영중","","","","","800","","20171012","주유소","","02  36637781","","","영업개시"
"352","소망주유소","서울특별시 중랑구 망우동 147-23번지 ","서울특별시 중랑구 망우로 475 (망우동)","20020611","운영중","","","","","810","","20020611","주유소","","02   4940400","209258.11965900000  ","455704.77353300000  ","신규등록"
"353","용마로주유소","서울특별시 중랑구 면목동 528번지 19통4반 ","서울특별시 중랑구 용마산로 309 (면목동)","20020805","운영중","","","","","473","","20020805","주유소","","02   4393038","208146.39289900000  ","453379.63913200000  ","신규등록"
"354","신내주유소","서울특별시 중랑구 신내동 352번지 ","서울특별시 중랑구 용마산로 705 (신내동)","20060801","운영중","","","","","933","","20060801","주유소","","02  22090523","208910.90371200000  ","457179.50165500000  ","영업개시"
"355","대원주유소","서울특별시 중랑구 면목동 161-17번지 ","서울특별시 중랑구 동일로 600 (면목동)","20031001","운영중","","20101101","20101225","20101212","1392","","20031004","주유소","","02   4386111","207083.19335100000  ","453837.62178200000  ","휴지사업재개"
"356","SK네트웍스(주) 중랑교주유소","서울특별시 중랑구 중화동 207-22번지 ","서울특별시 중랑구 망우로 229 (중화동)","20031001","운영중","","","","","1395.68","","20031004","주유소","","02   4930115","206889.44374800000  ","455032.92379000000  ","신규등록"
"357","오천만주유소","서울특별시 중랑구 면목동 169-0003번지 ","서울특별시 중랑구 동일로 547 (면목동)","20070131","운영중","","20141119","20141123","20120911","554.8","","20070131","주유소","","0222095132","207007.51488100000  ","453280.46476400000  ","휴지사업재개"
"358","SK네트웍스(주) 상봉주유소","서울특별시 중랑구 망우동 490-8번지 ","서울특별시 중랑구 망우로 400 (망우동)","20070126","운영중","","20081113","20090430","","1220","","20070126","주유소","","02  22082546","208540.33135100000  ","455461.50511300000  ","휴지사업재개"
"359","대양주유소","서울특별시 중랑구 상봉동 109-45번지 ","서울특별시 중랑구 봉우재로 105 (상봉동)","19920424","운영중","","20071103","20080115","","754.75","","20080115","주유소","","02   4375457","207503.52548700000  ","454789.79015400000  ","영업개시"
"360","구도일주유소 동천","서울특별시 중랑구 면목동 155-57번지 ","서울특별시 중랑구 동일로 654 (면목동)","19931230","운영중","","20170601","20171130","","797.45","","20171201","주유소","","02   4950051","207088.80843500000  ","454397.14593600000  ","휴지사업재개"
"361","면목주유소","서울특별시 중랑구 면목동 175-1번지 ","서울특별시 중랑구 동일로 627 (면목동)","19940127","운영중","","","","","955","","20050413","주유소","","02   4374072","207029.15038600000  ","454090.98841300000  ","신규등록"
"362","구도일주유소 한인","서울특별시 중랑구 상봉동 137-8번지 ","서울특별시 중랑구 망우로 170 (상봉동)","19990921","운영중","","20110822","20111031","20111031","1258.75","","20050414","주유소","","02   4385151","206352.10655700000  ","454773.13167400000  ","휴지사업재개"
"363","(주)정원EDS 망우주유소","서울특별시 중랑구 상봉동 100 160-6 ","서울특별시 중랑구 망우로 311 (상봉동)","20050509","운영중","","20100601","20100731","20100715","900.1","","20050510","주유소","","02   4325145","207703.95965200000  ","455293.67916900000  ","휴지사업재개"
"364","현대오일뱅크(주)직영 대창주유소","서울특별시 중랑구 면목동 146-72번지 ","서울특별시 중랑구 동일로 636 (면목동)","20070517","운영중","","","","","336.5","","20070517","주유소","","02 4327700","207090.65596000000  ","454186.99425500000  ","신규등록"
"365","(주)기지에너지","서울특별시 중랑구 신내동 347-2번지 ","서울특별시 중랑구 용마산로 716 (신내동)","20010209","운영중","","","","","809","","20060914","주유소","","22079419","209000.59465000000  ","457247.44899400000  ","신규등록"
"366","유성주유소","서울특별시 중랑구 망우동 359-2번지 ","서울특별시 중랑구 망우로 436 (망우동)","20040726","운영중","","","","","1083.8","","20050413","주유소","","4963300","208896.38760300000  ","455538.09173400000  ","신규등록"
"367","우림주유소","서울특별시 중랑구 망우동 458-6번지 ","서울특별시 중랑구 용마산로 487 (망우동)","20060420","운영중","","20140515","20140630","20140626","576.2","","20060420","주유소","","02   4339990","208775.21612400000  ","455017.26492400000  ","휴지사업재개"
"368","재원에너지(주) 범아주유소","서울특별시 중랑구 묵동 244-151번지 ","서울특별시 중랑구 동일로 881 (묵동)","19931208","운영중","","","","","679.4","","19931208","주유소","","02   9748356","206863.09952200000  ","456630.03587100000  ","신규등록"
"369","좋은기름주유소","서울특별시 강북구 번동 436-38번지 ","서울특별시 강북구 덕릉로 158 (번동)","20060823","운영중","","","","","860.2","","20060823","주유소","","02   9834272","202764.65471400000  ","459489.80318600000  ","신규등록"
"370","동원주유소","서울특별시 강북구 수유동 472-211번지 212 ","서울특별시 강북구 삼양로 316 (수유동)","19920424","운영중","","","","","245","","20030305","주유소","","02 9848544","201581.71605700000  ","459120.16374400000  ","신규등록"
"371","현대오일뱅크(주)직영 번동셀프주유소","서울특별시 강북구 번동 410-94번지 95 ","서울특별시 강북구 한천로 963 (번동)","19931231","운영중","","20130221","20130530","20130802","913.6","","20050414","주유소","","","202917.00085800000  ","459562.71439300000  ","휴지사업재개"
"372","수유동주유소","서울특별시 강북구 수유동 168-3번지 ","서울특별시 강북구 도봉로 395 (수유동)","19950810","운영중","","","","","911","","20050714","주유소","","02   9955148","202615.16715200000  ","460290.06784300000  ","신규등록"
"373","에덴주유소","서울특별시 강북구 번동 112번지 ","서울특별시 강북구 월계로 195 (번동)","19941112","운영중","","","","","1127","","19941112","주유소","","02 9878182","204024.75278100000  ","458028.55218000000  ","신규등록"
"374","세원주유소","서울특별시 강북구 번동 428-38번지 ","서울특별시 강북구 한천로 918 (번동)","19860620","운영중","","20130601","20131130","20131104","756.7","","19860620","주유소","","029076890","203333.29113600000  ","459414.97843500000  ","휴지사업재개"
"375","북서울고속주유소","서울특별시 강북구 수유동 392번지 ","서울특별시 강북구 삼양로 410 (수유동)","19920908","운영중","","","","","365","","19920908","주유소","","02   9075182","201522.52102500000  ","460068.93030200000  ","신규등록"
"376","새한주유소","서울특별시 강북구 미아동 62-7번지 ","서울특별시 강북구 도봉로 75 (미아동)","20031004","운영중","","","","","1395","","20031004","주유소","","029854381","202612.45667900000  ","457353.58364400000  ","신규등록"
"377","주식회사 지에스이앤알 미아주유소","서울특별시 강북구 미아동 135-13번지 ","서울특별시 강북구 도봉로 124 (미아동)","19750315","운영중","","20130321","20130930","20080716","1316","","19750315","주유소","","029809551","202558.86204700000  ","457836.47023400000  ","휴지사업재개"
"378","매일주유소","서울특별시 강북구 미아동 746-3번지 879-5 ","서울특별시 강북구 삼양로 217 (미아동)","19931231","운영중","","","","","1221","","19941021","주유소","","029828855","201693.89011900000  ","458136.87359000000  ","신규등록"
"379","대성석유(주)신광주유소","서울특별시 강북구 수유동 277-20번지 ","서울특별시 강북구 삼양로 484  (수유동)","19860709","운영중","","","","","688","","19860709","주유소","","029083320","201361.85194300000  ","460758.43060600000  ","신규등록"
"380","(주)에프알앤디 송정주유소","서울특별시 강북구 수유동 440-36번지 ","서울특별시 강북구 인수봉로 185 (수유동)","19930605","운영중","","","","","331","","19940604","주유소","","02  997 9011","201133.83444600000  ","459622.85037500000  ","신규등록"
"381","현대주유소","서울특별시 강북구 미아동 197-14번지 외 1필지 ","서울특별시 강북구 도봉로 200 (미아동)","20120223","운영중","","","","","1189.8","","20120326","주유소","","","202335.77494200000  ","458547.34568400000  ","영업개시"
"382","SK네트웍스(주)청기와주유소","경기도 수원시 권선구 평동 4번지 ","","19760526","운영중","","","","","","","19760526","주유소","","023364261","","","신규등록"
"383","중동주유소","서울특별시 마포구 상암동 22통9반 상암택지개발사업지구2-3블럭 상암월드컵아파트3단지 309동 704호","","20040820","운영중","","","","","660","","20040820","주유소","","","","","신규등록"
"384","(주)양지주유소","서울특별시 마포구 도화동 174-1번지 ","서울특별시 마포구 마포대로 69 (도화동)","19701013","운영중","","","","","","","19701013","주유소","","02 7068986","195473.82324500000  ","449179.96835400000  ","신규등록"
"385","양지주유소","서울특별시 마포구 도화동 174-1번지 ","서울특별시 마포구 마포대로 69 (도화동)","19760427","운영중","","","","","780.8","","19760427","주유소","","02 7147370","195473.82324500000  ","449179.96835400000  ","영업개시"
"386","SK네트윅스(주)합정주유소","서울특별시 마포구 합정동 382-20번지 ","서울특별시 마포구 양화로 13 (합정동)","19760524","운영중","","20131127","20140331","","722.65","","19760524","주유소","","02 3363276","192100.16726700000  ","449931.73654300000  ","영업개시"
"387","기분좋은주유소","서울특별시 마포구 성산동 228-7번지 ","서울특별시 마포구 월드컵북로 62 (성산동)","19930205","운영중","","","","","399","","19930205","주유소","","023254466","192682.39834400000  ","451141.87652300000  ","신규등록"
"388","SK네트웍스(주)성산대교주유소","서울특별시 마포구 성산동 275-56번지 ","서울특별시 마포구 성산로 144 (성산동)","19960111","운영중","","","","","726.8","","19960111","주유소","","02 3230078","192000.68045800000  ","451648.37114100000  ","영업개시"
"389","대흥주유소","서울특별시 마포구 대흥동 337-30번지 ","서울특별시 마포구 대흥로 61 (대흥동)","19940208","운영중","","","","","1232","","19940228","주유소","","02  32735151","194619.110456       ","449301.139412       ","영업개시"
"390","Happy Auto Station","서울특별시 마포구 창전동 13-6번지 13-44 13-15 ","서울특별시 마포구 서강로 76 (창전동)","20071228","운영중","","","","","738","","20080104","주유소","","22211488","194043.34578000000  ","450037.23237200000  ","영업개시"
"391","청원주유소","서울특별시 마포구 성산동 103-8번지 ","서울특별시 마포구 월드컵북로 113 (성산동)","19920605","운영중","","","","","647.9","","19920605","주유소","","325 5533","192337.94862600000  ","451527.31388600000  ","영업개시"
"392","(주)안국에너지 망원동주유소","서울특별시 마포구 망원동 481-3번지 ","서울특별시 마포구 월드컵로 119 (망원동)","19870402","운영중","","","","","552.4","","19870402","주유소","","02  334 0917","191806.89854600000  ","451033.14184200000  ","영업개시"
"393","현대오일뱅크(주)직영 청원제일주유소","서울특별시 마포구 동교동 156-4번지 ","서울특별시 마포구 양화로 171 (동교동)","19931129","운영중","","","","","535","","19931129","주유소","","0231415151","193290.31135500000  ","450892.32418700000  ","신규등록"
"394","(주)승지","서울특별시 마포구 염리동 155-6번지 ","서울특별시 마포구 백범로 126 (염리동)","19760507","운영중","","","","","1169","","19760507","주유소","","02   7152486","195118.68387800000  ","449643.05626300000  ","신규등록"
"395","안국주유소","서울특별시 마포구 합정동 383-4번지 ","서울특별시 마포구 양화로 33 (합정동)","19760531","운영중","","","","","480.6","","19760531","주유소","","02  334 8030","192279.87786300000  ","449982.80843100000  ","영업개시"
"396","마포주유소","서울특별시 마포구 공덕동 105-128번지 ","서울특별시 마포구 마포대로 186 (공덕동)","19930520","운영중","","","","","215","","19930520","주유소","","02  701 3990","196080.27067800000  ","450120.43596700000  ","영업개시"
"397","그린에너지컴퍼니 용강주유소","서울특별시 마포구 용강동 494-52번지 ","서울특별시 마포구 토정로 258 (용강동)","19930520","운영중","","","","","235","","19930520","주유소","","02  704 8713","194595.68368400000  ","449281.46327100000  ","영업개시"
"398","성산주유소","서울특별시 마포구 성산동 200-4번지 ","서울특별시 마포구 월드컵북로 170 (성산동)","19931129","운영중","","","","","347","","19931129","주유소","","02  373 3314","192035.16986700000  ","451995.80110900000  ","영업개시"
"399","한독주유소","서울특별시 서초구 방배동 810-21번지 810-22호 ","서울특별시 서초구 방배로 214 (방배동)","20030219","운영중","","","","","994.1","","20030601","주유소","","0234776127","199145.174412       ","443370.947163       ","영업개시"
"400","(주)대신성에너지","서울특별시 서초구 방배동 936-12번지 ","서울특별시 서초구 방배로 151 (방배동)","19931229","운영중","","","","","1154","","19931229","주유소","","0234716037","199430.28532200000  ","443080.75860000000  ","영업개시"
"401","에쓰-오일(주)오토테크주유소","서울특별시 서초구 서초동 1438-2번지 ","서울특별시 서초구 효령로 356 (서초동)","19940927","운영중","","","","20171205","3777.7","","19940927","주유소","","02 5855189","202039.80830200000  ","443023.93175500000  ","영업개시"
"402","SK네트웍스(주)사평로주유소","서울특별시 서초구 서초동 1302번지 ","서울특별시 서초구 사평대로 350 (서초동)","19950925","운영중","","","","","766.9","","19950925","주유소","","0234812513","201901.85624600000  ","444868.50218200000  ","영업개시"
"403","대성석유(주)연일주유소","서울특별시 서초구 서초동 1426-13번지 ","서울특별시 서초구 남부순환로 2451 (서초동)","19951110","운영중","","","","","944.2","","19951110","주유소","","0234715151","201643.36162600000  ","442573.32154000000  ","영업개시"
"404","내곡주유소","서울특별시 서초구 내곡동 142-3번지 ","서울특별시 서초구 헌릉로 210 (내곡동)","19960130","운영중","","","","","1965","","19960130","주유소","","02 5737878","205559.38957300000  ","439544.61577200000  ","영업개시"
"405","(주)대농석유 남태령주유소","서울특별시 서초구 방배동 2833번지 ","서울특별시 서초구 과천대로 838 (방배동)","19960712","운영중","","","","","877","","19960712","주유소","","02 5870895","198936.04595400000  ","440823.14813200000  ","영업개시"
"406","헌릉로주유소","서울특별시 서초구 내곡동 338-1번지 ","서울특별시 서초구 헌릉로 177 (내곡동)","19960130","운영중","","","","20110810","990","","19960130","주유소","","025740829","205325.64193700000  ","439782.60987700000  ","영업개시"
"407","반포그린주유소","서울특별시 서초구 반포동 56-2번지 ","서울특별시 서초구 서초중앙로 239 (반포동)","19960307","운영중","","","","","1065.5","","19960307","주유소","","02 5325147","200975.92236900000  ","444859.83889900000  ","영업개시"
"408","현대오일뱅크(주)직영양재현대주유소","서울특별시 서초구 양재동 249-1번지 ","서울특별시 서초구 마방로 6 (양재동)","19920506","운영중","","20160801","20161231","20170123","610.3","","19920506","주유소","","02 5798429","203525.77777400000  ","441573.66132900000  ","영업개시"
"409","SK네트웍스(주)전당앞주유소","서울특별시 서초구 서초동 1464-18번지 ","서울특별시 서초구 남부순환로 2391 (서초동)","19920612","운영중","","","","","1649.2","","19920612","주유소","","02 5972381","201059.49735700000  ","442345.78640900000  ","영업개시"
"410","서초꽃마을주유소","서울특별시 서초구 서초동 1536-15번지 ","서울특별시 서초구 반포대로 69 (서초동)","19920616","운영중","","20100801","20110430","20101112","2128","","19920616","주유소","","025235551","200875.90541300000  ","443006.83129700000  ","영업개시"
"411","현대오일뱅크(주) 직영방배현대주유소","서울특별시 서초구 방배동 782-23번지 ","서울특별시 서초구 동작대로 182 (방배동)","19920616","운영중","","","","","942","","19920616","주유소","","02 5340051","198525.39633100000  ","443709.99002900000  ","영업개시"
"412","서울주유소","서울특별시 서초구 서초동 1577-12번지 ","서울특별시 서초구 서초중앙로 91 (서초동)","19920616","운영중","","","","","525.2","","20070529","주유소","","025975152","201244.22423700000  ","443394.20649600000  ","영업개시"
"413","(주)농협유통하나로주유소","서울특별시 서초구 양재동 229번지 ","서울특별시 서초구 헌릉로 48 (양재동)","19921006","운영중","","","","","3156","","19921006","주유소","","02 5785292","204165.06065800000  ","440297.87486700000  ","영업개시"
"414","만국주유소","서울특별시 서초구 방배동 945-7번지 ","서울특별시 서초구 서초대로 52 (방배동)","19930302","운영중","","","","","401.9","","19930302","주유소","","02 5864460","198958.11513600000  ","442932.49838300000  ","영업개시"
"415","한마음주유소","서울특별시 서초구 서초동 1439-2번지 ","서울특별시 서초구 효령로 346 (서초동)","19930420","운영중","","","","","881.3","","19930420","주유소","","02 5839702","201933.46308700000  ","442984.10987300000  ","영업개시"
"416","방배동주유소","서울특별시 서초구 방배동 475-17번지 ","서울특별시 서초구 효령로 29 (방배동)","19930426","운영중","","","","","413.2","","19930426","주유소","","02 5842086","198918.60593900000  ","442080.69425000000  ","영업개시"
"417","(주)동원석유지점 강남대로 주유소","서울특별시 서초구 양재동 14-1번지 ","서울특별시 서초구 강남대로 206 (양재동)","19930530","운영중","","","","","920.1","","19930530","주유소","","025797547","203245.54313800000  ","442578.17952700000  ","영업개시"
"418","양재최고주유소","서울특별시 서초구 양재동 203번지 ","서울특별시 서초구 매헌로 72 (양재동)","19931018","운영중","","20100901","20101231","20101129","629","","19931018","주유소","","20575189","203071.52870200000  ","440863.37800700000  ","영업개시"
"419","크로바주유소","서울특별시 서초구 서초동 1604-21번지 ","서울특별시 서초구 효령로 327 (서초동)","19931217","운영중","","","","","1830.5","","19931217","주유소","","02 5868100","201765.12165000000  ","442992.68193600000  ","영업개시"
"420","현대오일뱅크(주)직영서초현대주유소","서울특별시 서초구 서초동 1460-21번지 ","서울특별시 서초구 반포대로 33 (서초동)","19931229","운영중","","","","","667.8","","19931229","주유소","","02 5849717","201001.89964500000  ","442662.04134300000  ","영업개시"
"421","선천주유소","서울특별시 서초구 방배동 765-8번지 ","서울특별시 서초구 동작대로 206 (방배동)","19931229","운영중","","","","","676.6","","20070628","주유소","","02 5924915","198515.75472100000  ","443941.91495700000  ","영업개시"
"422","SK네트웍스(주) 서초제일주유소","서울특별시 서초구 서초동 1632-1번지 ","서울특별시 서초구 사임당로 116 (서초동)","19890828","운영중","","","","","807","","19890828","주유소","","02 5876080","202003.51949900000  ","443459.42362700000  ","영업개시"
"423","(주)에이치앤디이 서울만남의광장주유소","서울특별시 서초구 원지동 10-16번지 외 7필지 ","서울특별시 서초구 양재대로12길 73-71 (원지동)","19891004","운영중","","","","","13845","","19891004","주유소","","02 5737430","203771.17792400000  ","440131.41033900000  ","영업개시"
"424","선우상사 Q엔느","서울특별시 서초구 방배동 983-40번지 ","서울특별시 서초구 방배로 66 (방배동)","19890704","운영중","","","","","1261","","19890704","주유소","","025815101","199881.74387700000  ","442361.25002000000  ","영업개시"
"425","말죽거리주유소","서울특별시 서초구 양재동 2-39번지 ","서울특별시 서초구 남부순환로 2650 (양재동)","19910408","운영중","","","","","328.4","","19910408","주유소","","02 5799933","203597.43333700000  ","442863.96105200000  ","영업개시"
"426","중앙주유소","서울특별시 서초구 양재동 4-18번지 ","서울특별시 서초구 바우뫼로 219 (양재동)","19920506","운영중","","","","","661.3","","19920506","주유소","","02 5755110","203735.27984500000  ","442458.32705200000  ","영업개시"
"427","현대오일뱅크(주) 팔레스주유소","서울특별시 서초구 반포동 67-2번지 ","서울특별시 서초구 사평대로 136 (반포동)","19920506","운영중","","20130703","20130831","20130829","404.1","","19920506","주유소","","027200020","199930.41608500000  ","444521.71365900000  ","영업개시"
"428","터미널주유소","서울특별시 서초구 반포동 19-6번지 ","서울특별시 서초구 신반포로 222 (반포동)","19760826","운영중","","","","","3171.3","","19760826","주유소","","02 5353001","200771.49805200000  ","445268.41779100000  ","영업개시"
"429","강남주유소","서울특별시 서초구 반포동 19-2번지 ","서울특별시 서초구 반포대로 284 (반포동)","19760528","운영중","","","","20100111","510","","19760528","주유소","","02 5945987","200161.65327500000  ","445020.33828400000  ","영업개시"
"430","경일석유(주)직영삼방주유소","서울특별시 서초구 서초동 1303-1번지 ","서울특별시 서초구 사평대로 364 (서초동)","19760511","운영중","","","","","1311.7","","19760511","주유소","","0234821094","202050.99935700000  ","444918.65623700000  ","영업개시"
"431","신반포주유소","서울특별시 서초구 반포동 111-2번지 ","서울특별시 서초구 사평대로 94 (반포동)","19760504","운영중","","","","","980.4","","19760504","주유소","","02 5335151","199557.76463300000  ","444325.29666200000  ","영업개시"
"432","SK네트웍스(주) 반포주유소","서울특별시 서초구 방배동 750-20번지 ","서울특별시 서초구 사평대로 12 (방배동)","19760504","운영중","","","","","3086.8","","19760504","주유소","","025995189","198742.55139600000  ","444340.04147800000  ","영업개시"
"433","대신석유(주) 서원주유소","서울특별시 서초구 서초동 1719-1번지 ","서울특별시 서초구 반포대로 142 (서초동)","19791101","운영중","","20100315","20100731","","708","","19791101","주유소","","02 5993657","200678.11972000000  ","443700.73512300000  ","영업개시"
"434","남서울주유소","서울특별시 서초구 잠원동 13-6번지 ","서울특별시 서초구 나루터로 83 (잠원동)","19840402","운영중","","","","","1036.2","","19840402","주유소","","02 5421517","201667.29894100000  ","446297.31500800000  ","영업개시"
"435","대신석유(주) 대우주유소","서울특별시 서초구 양재동 216번지 ","서울특별시 서초구 양재대로 173 (양재동)","19840908","운영중","","","","","8290","","19840908","주유소","","02 5720567","203337.29728100000  ","440429.03744000000  ","영업개시"
"436","태봉주유소","서울특별시 서초구 우면동 13-6번지 ","서울특별시 서초구 태봉로 117 (우면동)","19841023","운영중","","","","","698.3","","19841023","주유소","","02 5718000","202498.96819700000  ","440993.01008100000  ","영업개시"
"437","서울석유(주)양재주유소","서울특별시 서초구 양재동 81번지 ","서울특별시 서초구 바우뫼로 178 (양재동)","19841122","운영중","","20110205","20120204","20120713","1629.6","","20120713","주유소","","025771621","203502.45284100000  ","442072.70201600000  ","영업개시"
"438","서초주유소","서울특별시 서초구 서초동 1582-23번지 ","서울특별시 서초구 반포대로 64 (서초동)","20071122","운영중","","","","","660.1","","20071122","주유소","","025825198","200952.74264000000  ","442975.20569400000  ","영업개시"
"439","(주)홈런주유소","서울특별시 서초구 우면동 761번지 ","서울특별시 서초구 양재대로2길 100-30 (우면동)","20130226","운영중","","","","","900","","20130312","주유소","","025735149","201430.54509300000  ","439763.16196500000  ","영업개시"
"440","마포시엠주유소","서울특별시 마포구 성산동 228-7번지 마포시엠주유소 ","서울특별시 마포구 월드컵북로 62 (성산동)","20171103","운영중","","","","","399.7","","20171103","주유소","","","192682.39834400000  ","451141.87652300000  ","영업개시"
"441","에스제이에너지(주)개포주유소","서울특별시 강남구 개포동 1164-2번지 ","서울특별시 강남구 양재대로 339 (개포동)","19841015","운영중","","","","","990.8","","19841015","주유소","","02 5775522","204573.82986200000  ","441438.76843500000  ","신규등록"
"442","(주)비자인터내셔날학여울주유소","서울특별시 강남구 대치동 2-7번지 ","서울특별시 강남구 남부순환로 2170 (대치동)","20020710","운영중","","","","","1288","","20050926","주유소","","34113271","206780.957656       ","444026.085377       ","신규등록"
"443","대교주유소","서울특별시 강남구 신사동 503-1번지 ","서울특별시 강남구 강남대로 640 (신사동)","19940121","운영중","","","","","1231","","20060522","주유소","","02 5125521","201717.65183000000  ","446608.79054100000  ","신규등록"
"444","(주)현대오일뱅크(주)직영신사현대주유소","서울특별시 강남구 신사동 563-10번지 ","서울특별시 강남구 도산대로 163 (신사동)","19940208","운영중","","","","","836.8","","20051227","주유소","","5462182","202326.60007300000  ","446669.03445000000  ","신규등록"
"445","은마주유소","서울특별시 강남구 대치동 994번지 ","서울특별시 강남구 영동대로 235 (대치동)","19940304","운영중","","","","","1529","","19940304","주유소","","02 5656575","205940.80372500000  ","444511.65415500000  ","신규등록"
"446","현대오일뱅크(주)직영 유진주유소","서울특별시 강남구 도곡동 515-2번지 ","서울특별시 강남구 논현로 152 (도곡동)","19941202","운영중","","","","","2126","","19941202","주유소","","02 5260666","203784.82161400000  ","442658.14620300000  ","신규등록"
"530","(주) 남경석유 세영주유소","서울특별시 송파구 오금동 129-6번지 ","서울특별시 송파구 동남로 298 (오금동)","19860221","운영중","","","","","440","","19860221","주유소","","02 4067778","212206.24246700000  ","444732.60989400000  ","신규등록"
"447","(주)잠실에너지 명품주유소","서울특별시 강남구 역삼동 785-17번지 외2필지 ","서울특별시 강남구 도곡로 249 (역삼동외2필지)","19950127","운영중","","","","20090708","665.3","","19950127","주유소","","02 5662347","204024.46790400000  ","443857.57620600000  ","신규등록"
"448","(주)청명주유소","서울특별시 강남구 역삼동 734-15번지 ","서울특별시 강남구 역삼로 205 (역삼동)","19940726","운영중","","","","","1239.5","","20060825","주유소","","02 5632843","203502.62869800000  ","444103.12571700000  ","신규등록"
"449","(주)중앙에너비스 수서지점","서울특별시 강남구 수서동 522-1번지 ","서울특별시 강남구 광평로 202 (수서동)","19970924","운영중","","","","","894","","20060710","주유소","","02 4458647","208401.32884400000  ","442736.00046100000  ","신규등록"
"450","방죽주유소","서울특별시 강남구 율현동 240번지 ","서울특별시 강남구 밤고개로 215 (율현동)","19970924","운영중","","","","","930","","19970924","주유소","","4593434","209460.38082700000  ","441733.36002300000  ","신규등록"
"451","논현동주유소","서울특별시 강남구 논현동 89-11번지 ","서울특별시 강남구 학동로 229 (논현동)","20010314","운영중","","","","","791.9","","20051010","주유소","","34439945","203006.41314500000  ","446201.21938200000  ","신규등록"
"452","(주)소모에너지엔테크놀러지 쎈트럴주유소","서울특별시 강남구 대치동 913-18번지 ","서울특별시 강남구 삼성로 335 (대치동)","19990427","운영중","","","","","1008","","19990427","주유소","","02 5650267","205223.56445500000  ","444664.08029300000  ","신규등록"
"453","(주)보성세곡주유소","서울특별시 강남구 세곡동 21-13번지 ","서울특별시 강남구 헌릉로 731 (세곡동)","19921230","운영중","","20141209","20150430","20150327","839","","20060228","주유소","","02 4456870","210502.94069900000  ","440875.66609300000  ","휴지사업재개"
"454","경원주유소","서울특별시 강남구 청담동 3-6번지 ","서울특별시 강남구 도산대로 428 (청담동)","19930315","운영중","","","","","627.6","","19930315","주유소","","02 5149305","203777.63727500000  ","447090.29256600000  ","신규등록"
"455","에스케이네트웍스(주)매봉주유소","서울특별시 강남구 역삼동 784-7번지 ","서울특별시 강남구 언주로 307 (역삼동)","19930517","운영중","","20170901","20171031","20171012","898.5","","19930517","주유소","","5565510","204053.51546400000  ","443937.48829600000  ","휴지사업재개"
"456","갤러리아주유소","서울특별시 강남구 청담동 79-14번지 ","서울특별시 강남구 압구정로 426 (청담동)","19930515","운영중","","","","","505.5","","19930515","주유소","","5404965","203847.98849200000  ","447481.38257600000  ","신규등록"
"457","주성주유소","서울특별시 강남구 청담동 132-9번지 ","서울특별시 강남구 영동대로 716 (청담동)","19931229","운영중","","20130801","20130930","","1405","","20060710","주유소","","5183460","205010.54531400000  ","446941.12947200000  ","영업개시"
"458","주식회사 만정에너지","서울특별시 강남구 삼성동 38-21번지 ","서울특별시 강남구 봉은사로 433 (삼성동)","19931229","운영중","","","","","669","","19931229","주유소","","02 5185141","204165.49188200000  ","445787.21376800000  ","신규등록"
"459","대동석유 압구정주유소","서울특별시 강남구 신사동 633번지 ","서울특별시 강남구 언주로 842 (신사동)","19920414","운영중","","","","20170207","1322.2","","19920414","주유소","","02 5749661","202988.02153000000  ","447317.83083900000  ","신규등록"
"460","에스케이네트웍스(주)뉴서울주유소","서울특별시 강남구 논현동 106-4번지 ","서울특별시 강남구 언주로 716 (논현동)","19920414","운영중","","","","","636.5","","20060418","주유소","","02 5185631","203166.91157600000  ","446466.95156000000  ","신규등록"
"461","SK네트웍스(주)동우주유소","서울특별시 강남구 논현동 277-23번지 ","서울특별시 강남구 봉은사로 311 (논현동)","19920414","운영중","","","","","1752","","19920414","주유소","","02 5170040","203611.82036400000  ","445598.94866200000  ","신규등록"
"462","SK네트웍스(주)삼성주유소","서울특별시 강남구 삼성동 128-17번지 ","서울특별시 강남구 삼성로 521 (삼성동)","19920414","운영중","","","","","1016","","20050204","주유소","","02 5380809","204883.87928500000  ","445456.02704000000  ","신규등록"
"463","지에스타워주유소","서울특별시 강남구 역삼동 668-13번지 ","서울특별시 강남구 논현로 516 (역삼동)","19920414","운영중","","","","","670","","20060614","주유소","","02 5695189","203226.30474700000  ","444808.18975600000  ","신규등록"
"464","제이에이치에너지(주) 개나리주유소","서울특별시 강남구 역삼동 721-20번지 외2필지 ","서울특별시 강남구 언주로 423 (역삼동)","19920414","운영중","","20120201","20120520","20120510","1758","","20060602","주유소","","02 5640186","203809.09678800000  ","444593.98126800000  ","휴지사업재개"
"465","서광주유소","서울특별시 강남구 역삼동 834-47번지 ","서울특별시 강남구 역삼로 142 (역삼동)","20040429","운영중","","20151220","20151231","20151224","591","","20040430","주유소","","025624855","203102.08497500000  ","443881.41469600000  ","휴지사업재개"
